city,count
VILAS,11
CORONA DL MAR,14
WALTONVILLE,1
TRIUMPH,1
NORTH ANDOVER,42
RAPID RIVER,4
KILLINGLY,28
MONITOR,1
OLUSTEE,5
NORWICH,111
FOREST FALLS,10
HOUSTON,10528
ELEELE,3
SOUTH SAN FRANCISCO,230
QULIN,1
EAST RIDGE,11
BRATTLEBORO,16
WALKER VALLEY,1
TANNER,4
TEMPERANCEVILLE,1
KAILUA KONA,42
GALESBURG,88
DANA POINT,120
MOUNT CHARLESTON,1
PARRYVILLE,1
NEWPORTVILLE,1
ELIZABETHTON,63
SEDONA,136
LODA,2
BROWNSTOWN,53
MONTEZUMA,29
NEWHALL,71
LODI,415
ALEXANDER,69
SPRAGGS,1
N ARLINGTON,9
CLACKAMAS,52
PELL CITY,48
LOBELVILLE,3
HOWARD CITY,17
PULLMAN,54
MAQUON,2
SILOAM,3
BAY CITY,224
YUMA,679
MANLEY,3
SHANDON,5
CALPINE,2
CTR MORICHES,1
SHADY POINT,2
PRICE,41
BAY MINETTE,66
KENSINGTON,102
NELSONVILLE,14
WHALEYVILLE,6
GIBSONVILLE,27
CEDAR KNOLLS,12
MARTINEZ,301
LAKE DALLAS,42
SOUTH AMBOY,63
LOYAL,3
SEVEN DEVILS,3
MT CHARLESTON,1
KITTREDGE,6
MASHPEE,42
HAMBURG TWP,4
SPERRY,19
ROY,145
VIVIAN,9
NUMA,1
DE WITT,21
ROLAND,23
FRYE ISLAND,1
PRIDE,8
PORT RICHEY,395
PURLING,1
VILLA GRANDE,1
ANAHEIM,784
VERNON HILLS,89
VAUXHALL,11
GOODHUE,10
MUSCOY,7
LINNEUS,3
JOSEPHINE,25
MARTINS CREEK,2
INDIAN VALLEY,3
AGES BROOKSIDE,1
NUNN,5
S CONNELLSVL,2
COALBURG,1
SCHLESWIG,1
ORONO,16
RITTMAN,31
FRAZEYSBURG,6
TERRA CEIA ISLAND,1
MAINE,1
SHARON SPGS,1
WESTMORLAND,1
BREESE,19
VALPARAISO,356
IVORYTON,11
SHORTSVILLE,6
PACIFIC PALISADES,85
BLOOMFIELD HILLS,138
CANMER,4
ATLANTIC HIGHLANDS,25
DUNBARTON,9
PLEASANT HILLS,7
EL DORADO SPRINGS,10
STUYVESANT,6
BEAVERCREEK,145
LAS VEGAS,6931
RALPH,10
STATHAM,41
WHEATLEY,1
MAHTOMEDI,19
SOUTH SEAVILLE,1
VIEW PARK,24
FT OGLETHORPE,4
THETFORD MINES,1
DODGE CENTER,5
AXTON,9
WEST UNIVERSITY PLACE,11
WHEATLEY HEIGHTS,6
BENTON CITY,18
CAVE SPRING,30
HIDEAWAY HILLS,1
PATHFORK,1
RIMERSBURG,4
DE MOSSVILLE,2
OTTOVILLE,1
RSM,5
SWANSEA,91
WYCOMBE,1
BUELLTON,12
MOULTON,39
GRANVILLE SMT,1
WILLOWBROOK,38
N LAS VEGAS,336
FAIRLEE,6
COLTS NECK,38
GLOVER,3
MC CUTCHENVLE,1
WOOSTER,70
MANAKIN SABOT,13
CORP CHRISTI,157
BELLEAIR,42
BOWERBANK,1
GRANDFALLS,1
PARSHALL,2
BAKER,79
ELEPHANT BUTTE,11
PISGAH,5
DELANSON,9
MERIDIANVILLE,47
NORTH ABINGTON TOWNSHIP,1
OROSI,12
NOKESVILLE,35
W BLOOMFIELD,28
ZIMMERMAN,49
MOUNT STERLING,50
LOLO,10
WOODLYNNE,5
ASHAWAY,13
MOUNDS,24
JISCJ,1
ALGONQUIN,136
CHOTEAU,8
LOMA,11
CREOLA,5
HARWINTON,16
PATASKALA,90
CORNWALL BRIDGE,2
TRUMANSBURG,7
NORTH BEND,113
LOLITA,2
STAFFORDSVLLE,1
MICHIGAN,1
LOOP,3
MAPLESVILLE,5
LEBLANC,1
FORT DEPOSIT,4
GARYVILLE,5
GUFFEY,5
JASONVILLE,9
BLEDSOE,2
PAPILLION,187
CHARLES TOWN,34
BRUCETON MLS,2
SANDY CREEK,6
PROTECTION,1
SPELTER,1
DENISON,135
BROWN CITY,9
KODIAK,7
MARS HILL,18
STUTTGART,17
GAYS MILLS,4
MAITLAND,115
NACOGDOCHES,108
PEOSTA,9
LINDSIDE,2
LACY LAKEVIEW,1
MOUNT JULIET,188
INVER GROVE,16
HANKINSON,1
CAREFREE,55
AUSTIN,4333
BOYNTON BEACH,1774
DINGLE,1
MOUNTIAN HOUSE,1
FARWELL,17
COLUSA,25
KREMMLING,3
BUSHWOOD,3
CANASTOTA,41
KENNEWICK,229
WEYBRIDGE,2
OCEAN CITY,285
WAYNESFIELD,5
HICKORY FLAT,2
RYE,39
DUNN CENTER,3
MIRAMAR,679
EAST BANGOR,2
NEW PROVIDNCE,4
WAURIKA,2
RALLS,3
HAVELOCK,64
NORTH BELMORE,1
HOLLYWOOD PK,1
NORTH DARTMOUTH,21
KERMIT,13
SHAW AFB,1
WALDWICK,39
HOLDEN,65
ARAPAHO,5
GENESEE,6
ROCHERT,3
TECUMSEH,60
ARKABUTLA,113
ODONNELL,4
WAIKOLOA,13
GRASSTON,6
GENESEO,44
LEVANT,10
WATTSBURG,5
MCPHERSON,39
GERMANSVILLE,2
BOWBELLS,2
MORMON LAKE,1
N SALT LAKE,10
MARRIOTTSVILLE,14
CARL JUNCTION,27
NESS CITY,7
MOUNTAIN LKS,2
GRASSY CREEK,1
HERTFORD,26
MASSAPEQUA PK,6
EUTAW,9
LAPEL,11
BARHAMSVILLE,2
GLENCOE,109
LEASBURG,4
POMFRET CENTER,8
E LONGMEADOW,2
BELLE ROSE,8
PACKWOOD,4
S ROYALTON,1
BEAVERTOWN,7
THE SEA RANCH,16
GEORGIANA,5
EVEREST,1
LANARK,14
HILL COUNTRY VILLAGE,5
SCIO,33
ZACHARY,78
NEWFOLDEN,2
GERONIMO,3
BIG BAR,1
SMITH,1
ALBERTON,3
STUYVESANT FALLS,1
MIDDLE VLG,12
OSSEO,29
ASOTIN,2
NEW BERN,237
BIG BAY,1
LOMBARD,162
FLOMATON,12
LOTT,5
DETRIOT,1
WAUTOMA,3
EVERETT,445
PILOT KNOB,1
COLEMAN,46
MOSBY,1
SYLVA,31
BUSKIRK,2
MANITOWSH WTR,3
YOUNGSVILLE,128
MOSCA,3
WESTHAMPTON,14
SILVER PLUME,1
WESTCLIFFE,28
W STOCKBRIDGE,1
OVERLAND PARK,600
RED RIVER,1
REHOBOTH,20
MAIZE,27
WESTBROOK,55
COTTEKILL,2
BISCAY,1
HUGOTON,18
WESTMORELAND,32
MISSOURI CITY,718
PAROWAN,12
EAST DUNDEE,9
QUIMBY,1
S GLASTONBURY,5
HESTER,1
SNOWMASS VILLAGE,14
DIMMITT,11
HAINES,5
KEYSTONE HEIGHTS,65
RUSH CENTER,2
SHILOH,30
25 MOPS,1
MCCAMEY,5
SUMMERTON,26
ZUMBROTA,11
LARNED,21
TEXAS 78801,1
EAST LIVERPOOL,27
MARINETTE,52
NORLINA,3
TULELAKE,3
BELVEDERE TIBURON,14
SAN,1
SAINT MICHAEL,64
GRAND VIEW,2
UPPER HOLLAND,1
ISLANDTON,2
ROLLING MDWS,19
CAPE MAY PT,1
GREENS FORK,3
PHILLIPSVILLE,1
PORTOLA VALLY,56
PECOS,18
25 DUUD,1
BANKSTON,1
CLITHERALL,4
RUSSELL SPGS,7
ISLAND HEIGHTS,7
WEST ONEONTA,2
CRESCENT SPRINGS,4
RAYMORE,111
KERMAN,61
MC KINNEY,26
OTTER ROCK,1
SHICKSHINNY,15
CLARENCE,36
FRUITLAND PARK,72
MONROE CENTER,4
EDISTO ISLAND,17
FITLER,1
DOE HILL,1
FARIBAULT,74
WEST NEWFIELD,2
FALCON,16
THONOTOSASSA,48
MC CALLA,51
LAKE STEVENS,148
LOST NATION,3
MOUNT TREMPER,2
BTLMT MESA,1
LUNA PIER,1
MALIN,2
VANZANT,2
WALPOLE,29
GOSPORT,19
JAMESPORT,2
PACOLET,7
PORTALES,48
SCANDIA,11
DEFUNIAK SPGS,23
GUILDERLAND,6
ONARGA,4
TUNBRIDGE,2
SCHLATER,2
HORSESHOE BND,4
MT HOLLY SPGS,4
WHITETHORN,5
MINNEOLA,118
OH 43964,1
MELSTONE,1
KIMMELL,1
BETHEL ISLAND,8
DYER,105
MONTVILLE,49
HAYMARKET,160
GUION,1
PORTOLA VALLEY,24
HATBORO,82
RIVER FALLS,39
GRAHAM,174
FARSON,1
MAYFIELD HEIGHTS,38
CHARLOTTE,2130
EAST FREEDOM,4
ISLAMORADA,29
CHEWELAH,10
O BRIEN,10
ELKTON,199
WATAUGA,97
PEQUOTE LAKES,1
WISCASSET,5
LEVELAND,1
DELTA,85
LUCASVILLE,33
SILVER SPRINGS,83
MUNCY VALLEY,3
DEAVER,1
OCEAN PARK,34
FELLSMERE,22
NEW HAMPTON,16
BLOOMER,20
FORT WASHINGTON,189
MC CLURE,6
AVILA BEACH,7
CITY VIEW HEIGHTS,1
ANAMOSA,15
BIG RAPIDS,29
MCMINNVILLE,153
WEST SALISBURY,1
SHIDLER,1
W SAINT PAUL,6
COCOA BEACH,229
DICKENS,2
HAMPTON FALLS,4
ESCALANTE,4
HICKORY GROVE,3
BALTIMOR,1
AUMSVILLE,16
SEVIERVILLE,198
LARUE,8
WEST COLUMBIA,214
TULLAHOMA,89
BROOK PARK,37
HICKORY VALLEY,2
WILMETTE,84
LUPTON CITY,2
MICCO,35
NEW ALMADEN,1
UNIVERSAL CITY,49
DYKE,3
LAUREL FORK,2
ALCALDE,1
CROTON ON HUDSON,21
EAST BERLIN,39
STERLING HEIGHTS,356
BELLEAIR BCH,5
ROCK HILL,298
LOMPOC,163
CHEVERLY,24
RIDGEDALE,6
PINE MOUNTAIN CLUB,18
SODA SPRINGS,25
MAPLE PARK,16
BILLTOWN,1
HOOPESTON,6
EGLON,1
PUKWANA,2
TABOR,2
JANESVILLE,206
PLACERVILLE,208
KECHI,3
LARKSPUR,48
GEORGE WEST,3
DANIELSVILLE,22
FOUNTAIN CITY,4
MARCO ISLAND,340
SANTA YNEZ,16
THURMAN,4
MARSHALLBERG,2
OKALOOSA ISLAND,1
MUSCATINE,88
BARTONVILLE,29
ROXIE,5
FLATGAP,2
FAIRBANKS,57
HOT SPRINGS VILLAGE,53
HASTINGS,226
RUSSELLTON,1
ENON VALLEY,3
BURKETTSVILLE,1
WARNERS,6
PROGRESO,1
PORT CLINTON,52
N FT MYERS,80
PITTSFORD,72
POINCIANA,303
MIDDLE RIVER,107
CALLISBURG,2
WAYNETOWN,2
BELLE RIVE,3
SANTA BARBARA,397
VALENTINE,6
FORAKER,1
KANSAS CITY,2376
CLARSKVILLE,1
DOUBLE SPRINGS,7
HILGER,2
BIDWELL,10
MOUNTAINSIDE,19
CONWAY,489
GROSSE POINTE WOODS,50
REYNOLDSBURG,176
BOIS BLANC ISLAND,1
SLC,34
WEST OCEAN CITY,1
JENKINSVILLE,3
MECHANICSTOWN,1
LUDLOW FALLS,2
SAINT CHARLES,613
KINZERS,4
ROSLYN HTS,6
WENTZVILLE,202
ALLENTON,14
DEL NORTE,11
CABERY,2
HISTORIC NEW CASTLE,12
DELAWARE CITY,11
NESPELEM,3
ALLEYTON,3
MALIBU,105
MIDDLE BASS,3
ANACONDA,26
GRAVETTE,26
WOODBURY,367
MC DERMOTT,5
APEX,192
LANDIS,6
ROCHESTER HLS,2
ROSBURG,1
FRANKLIN LKS,3
PAWLEYS ISLAND,96
LIVERPOOL,104
NEW RIVER,59
AMAWALK,2
NEW PORT RICHEY,969
PARKERSBURG,72
TRABUCO CANYON,148
MASCOUTAH,31
SLIGO,1
WEIPPE,1
JEMISON,22
EAU CLAIRE,182
GREENVIEW,9
NORTH IRWIN,1
ELBERTON,41
KANOPOLIS,1
BLUFORD,4
LAUDERDALE BY THE SEA,39
DENHAM SPGS,91
WHEATLAND,49
VERMONTVILLE,3
COUNCIL,7
FORT MYERS,2546
MIDWAY PARK,14
RED BUD,16
SOD,1
CROZIER,4
RED HOOK,27
AMESBURY,23
WATERFORD TOWNSHIP,27
GALESVILLE,5
KIOWA,18
MALOY,1
WEST LEYDEN,1
SPRINGWATER,2
GRAND JCT,118
MANCHESTER CENTER,8
SOLVAY,4
FOUNTAIN HLS,22
SUMMRLND KEY,5
NATCHEZ,73
MACOMB,341
THAXTON,15
STATEN ISLAND,640
KENBRIDGE,12
HAYWOOD,2
EDGEWATER,364
HORSESHOE BAY,22
DELIA,4
HILLSVILLE,21
HOMECROFT,4
COWARTS,7
29 IEIW,1
ROLLING PRAIRIE,12
PEPEEKEO,1
FILER,13
RUTHERFORDTON,35
AUDUBON PARK,1
PLEASANT GARDEN,17
HDSDS,1
HARBOR CITY,51
HOLLIDAYSBURG,38
ROMNEY,13
BECHTELSVILLE,7
NETAWAKA,1
RI 02871,1
VILLA RIDGE,18
CAPITOL HEIGHTS,123
TURNER,25
NEW BLAINE,1
NEW ALBANY,310
SEAGOVILLE,76
EAST NEW MARKET,21
BALKO,1
UPPER MONTCLAIR,4
TUTTLE,44
ORRUM,2
SLOCOMB,18
SANTA RSA BCH,51
WELLMAN,2
TOLAR,13
BOERNE,204
WALNUT BOTTOM,1
WARBA,4
DELHI,64
STONY BROOK,35
WATERFORD WORKS,18
DEMOREST,22
FORISTELL,19
SHELLMAN,2
BALLY,2
INDIAHOMA,3
LEWELLEN,3
OLIVER SPGS,2
MALTA,24
GREENWATER,1
S PLAINFIELD,22
NORTH SIOUX CITY,5
WITTENSVILLE,2
BEAR VLY SPGS,2
TINLEY PARK,227
GREENFLD CTR,4
RIFLE,30
TORREON,1
SCOTT,37
EASLEY,216
RIDGE MANOR,12
LANGHORNE,112
PINE PLAINS,7
BOURG,11
BELLEWOOD,1
HARTSHORNE,8
COMMERCIAL TOWNSHIP,1
CHALMETTE,64
E TOWN,2
CLAIRTON,30
SILVERADO,14
BARNSTEAD,1
INTL FALLS,4
LOCUST VALLEY,12
BYRON,132
WINCHESTER,558
PLAIN CITY,77
SHAMROCK,5
CLIFTON,383
GLASSBORO,87
BOUSE,5
NEWSTOWN,1
WHITTEMORE,3
WOOD RIVER,31
PURDON,1
PENNSBURG,27
SAINT HELENA,38
DELCO,5
LINCOLNIA,1
CROSBYTON,2
PHILADELPHIA,4481
BRIER HILL,1
PEACHTREE CTY,34
ROYAL,18
IRON RIVER,21
WEST WINDSOR,17
GRAND CANYON,3
SAINT HELENS,49
NEWSOMS,3
SWINK,1
LEETON,3
HARWOOD HTS,9
TOLNA,1
TICONDEROGA,21
MOUNT PENN,5
NOWATA,14
BRYANS ROAD,29
VALLEJO,491
BECKEMEYER,3
MATADOR,2
MIDDLEBORO,30
DIXON,160
NM 87732,1
NEEDLES,28
ORMOND BEACH,563
OCHELATA,2
CAMDEN POINT,1
CUYAHOGA HEIGHTS,1
LULING,61
BROSELEY,2
NORTHBRIDGE,2
NORTH LITTLE ROCK,157
BATAVIA,247
SNOOK,5
BLACKLICK,115
HELLERTOWN,20
FALLS OF THE ROUGH,1
LAVEEN VILLAGE,1
ISLAND PARK,34
LOS ANGELS,1
BEEMER,1
COMMERCIAL POINT,5
WARNE,1
CAMBRIDGE CITY,6
SIERRA BLANCA,1
PAUMA VALLEY,12
INTERLACHEN,38
SPRINGERVILLE,6
ROCKPORT,154
LUTHERVILLE,17
MADRID,8
PHIPPSBURG,7
SUGARCREEK TOWNSHIP,5
BLANCHESTER,23
MOUNTAIN DALE,2
MINERAL SPRINGS,1
KNOWLTON,1
STUARTS DRAFT,17
CHATAWA,1
LAKE ALMANOR,28
PEACHTREE COR,14
VIOLA,16
LOS FRESNOS,30
GILLSVILLE,16
WASHINGTON CROSSING,16
MARSHALLTON,3
ORANGE GROVE,9
PARKSLEY,4
E WALLINGFORD,1
MORETOWN,2
GRAMPIAN,4
WOODBURN,80
BEULAH VALLEY,1
COALMONT,2
NORTH COLLINS,3
TWIN VALLEY,3
CONVOY,6
OLD SAYBROOK,49
ST ANNS,1
COWLESVILLE,2
LAKE CITY,348
MIDDLE GROVE,13
OFFERLE,2
COUSHATTA,7
TRURO,6
SCHNECKSVILLE,13
ST ANNE,1
BAYTOWN,512
FERGUS FALLS,55
LEBANON JUNCTION,14
SAINT LEONARD,11
LE MARS,32
MEHERRIN,2
SMITHTON,24
GAFFNEY,91
BELLMAWR,44
MINERAL WELLS,75
PERRINTON,5
MEREDOSIA,1
RATTAN,2
THIRD LAKE,5
TEKONSHA,3
BRILLIANT,2
BELHAVEN,11
SALT SPRINGS,9
LAWRENCE TOWNSHIP,50
RAVENSWOOD,14
TUSCALOOSA,241
HAMPDEN TOWNSHIP,3
NASHUA,186
REDMON,1
GLEN ROSE,23
BELTRAMI,1
CHICAGO,6771
CERES,168
KINGWOOD,323
ENOSBURG FALLS,5
OCTAVIA,1
SCOTT DEPOT,13
TACNA,2
GAGE,1
SALT ROCK,1
SPRING HILL,1290
CALLENDER,2
HAYESVILLE,30
LEANDER,577
LONG POND,22
HUNNEWELL,2
HOPEDALE,20
CANKTON,3
HONEY BROOK,25
AVOCA,21
BATTLEFIELD,15
ELPASO,1
HIGHLAND HILLS,1
PISEK,1
TOUCHET,3
GALLUP,19
EDGERTON,68
PLATTSBURGH,76
RIO HONDO,19
DIXIE,5
SHELL LAKE,7
EAST CANAAN,2
LAKE ZURICH,94
POINT PLEASANT,8
PONTIAC,160
PINCKNEY,60
ELIASVILLE,1
CRANBERRY TWP,36
GRESHAM,194
SOUTH KORTRIGHT,3
WILLAMINA,11
MURPHYS,26
CLARIDGE,1
APPLETON,240
GIDEON,4
WINDSOR HTS,3
PRAIRIE CITY,9
DANIEL ISLAND,32
HESSEL,2
AGUA DULCE,28
EVERSON,25
DYESS,1
MINERSVILLE,17
GAIL,1
CROSS JCT,2
FRANKLINVILLE,59
ELLENBURG CTR,1
CROCHERON,1
SHADY DALE,2
RAGO,1
BURNS TOWNSHIP,2
STORRS MANSFIELD,15
KETTLERSVILLE,2
JOFFRE,1
BUTTERFIELD,2
POTTSTOWN,187
BEVIL OAKS,1
NORTH WEBSTER,15
MOORES HILL,3
NEW LEXINGTON,16
DICKERSON,5
LOOKOUT,1
BYRAM,37
SAPULPA,102
FORT DAVIS,3
PINEBLUFF,1
CHIMACUM,4
NORTH SALT LAKE,46
THE ROCK,3
ROUNDTOP,1
CUMMAQUID,1
PEARCE,12
SHARPLES,1
TIMBERON,8
EVANS CITY,7
ELM MOTT,9
FRANKTOWN,21
CHRISMAN,5
METHOW,1
GIRDWOOD,5
LEADWOOD,4
ROCKY GAP,1
WAUKEE,59
HUDDY,1
PEARCY,6
OAK HARBOR,109
LOWMAN,3
SUN VALLEY,156
BEDROCK,1
GLEN BURNIE,304
TRAINER,4
SAINT AGATHA,3
GRETNA,175
NORTH LIMA,6
GALT,131
LAVALETTE,1
GRADY,2
MONTOUR,2
MARGATE,337
WASECA,25
EARLSBRO,2
BETTSVILLE,1
MADRAS,24
NEW BLOOMINGTON,2
BLNG SPG LKS,3
KILLDEER,3
LA SALLE,51
LONACONING,7
HAWTHORN WOODS,51
ONTARIO RANCH,1
TRES PINOS,3
WALDOBORO,10
MILTON MILLS,2
PEEPLES VALLEY,2
MELISSA,107
RISINGSUN,4
SHINNSTON,9
TIMBERVILLE,10
GULF SHORES,159
EMIGRANT GAP,4
NORTHGLENN,116
CLIFFORD TWP,1
YERMO,7
TEA,20
GALE,1
SALE CITY,3
HUMBLE,999
COLESBURG,4
GRAFF,2
ALBRIGHTSVLLE,8
LA PUENTE,234
WEATHERBY,2
AQUILLA,6
CLEAR BROOK,5
JARREAU,4
RAND,1
JAMES CITY,1
SAVANNAH,1072
ASHVILLE,47
KERRVILLE,123
BOWEN,1
NEW LLANO,3
GROVER HILL,1
FLOSSMOOR,38
HUNTSVILLE,760
MANTACHIE,4
MICHIANA SHORES,3
SEDGEWICKVILLE,1
BRUNER,1
PALOS HEIGHTS,59
ROSELLE PARK,41
HEFLIN,18
GREEN ACRES,1
BASTROP,135
CLARKSVILLE,821
EASTVILLE,1
LINN GROVE,1
RANCHO SANTA MARG,1
PALMERTON,18
DELEVAN,5
GANS,3
ODENVILLE,43
BENSENVILLE,43
BRICELYN,2
ESSEXVILLE,14
STANTONSBURG,7
BUCKHANNON,18
DEERBROOK,1
BELLE HARBOR,4
THOMASTON,83
MOUNTAILN VIEW,1
GOLDVEIN,4
10 ATXC,1
BUFFALO CITY,2
HOLLOW ROCK,2
ESTERO,532
CTR SANDWICH,1
DALLAS,4854
SOUTH PARIS,4
LOTHIAN,16
CONCORDIA,33
GLENWILLARD,1
KRONENWETTER,31
CHRISTMAS VALLEY,1
KINROSS,2
PRINCE GEORGE,27
SAINT DONATUS,1
BATSBRG LEVIL,1
KEATCHIE,6
POUGHKEEPSIE,164
GARY,251
BLK RIVER FLS,1
COVENTRY,99
SNOQUALMIE PS,1
ROCKLIN,466
GILMANTON IW,4
SUMRALL,30
WAUKON,10
SAYNER,4
LA GRANGE PK,9
CORNVILLE,25
MECKLING,1
S ROCKWOOD,4
CYPRESS GARDENS,2
EAST SAINT LOUIS,52
BERGHOLZ,1
DUCK KEY,7
MANACHESTER,1
CROSS CITY,9
LONE WOLF,2
LANDISVILLE,35
OCEAN,35
CMBRLND FRNCE,1
COCONUT CREEK,346
KIRWIN,2
CALAIS,3
LONG LAKE,10
SPOTSYLVANIA,115
SUN LAKES,122
LEETSDALE,2
EPHRAIM,16
MAMMOTH,5
LAKE POINT,5
LITTLE FLOCK,7
THE WOODLANDS,242
MC CARLEY,2
DRY CREEK,4
HULMEVILLE,5
GRAND LEDGE,34
BROADVIEW HTS,13
OAK PARK HEIGHTS,1
WILDROSE,1
BEACH LAKE,4
NEW MARKET,141
EVADALE,5
GRAND CHAIN,2
ROCK SPRING,18
SAINT FRANCISVILLE,13
SOUTH LONDONDERRY,1
HACKSNECK,2
PITTSGROVE,13
GARFIELD,85
WILLIAMSVILLE,72
HARRIETTA,6
ATLANTIC CITY,76
EDGEMERE,7
PIERRE PART,21
THORPE,1
GLOUCESTER POINT,5
ZEIGLER,5
S RICHMOND HILL,1
COFFEEN,3
FAIRWATER,1
LAPINE,1
SEARSBORO,1
MCDAVID,1
GLEN ROCK,57
LONG LANE,6
INCLINE VLG,15
SHELBURNE,9
BAXTER SPRINGS,26
HOGANSBURG,5
BAYBERRY,1
CAMP NELSON,1
BURNSVILLE,195
CHARLOTTETOWN,1
PICKTON,3
SHORT HILLS,31
BROOKLYN CTR,11
MALACOFF,1
KIAMESHA LAKE,4
SAYERVILLE,1
STRAWBERRY VALLEY,3
IVESDALE,1
PORT BOLIVAR,11
LAROSE,20
CULLIN,1
PALMERSVILLE,1
BOZEMAN,119
HUSTON,1
TOW,4
DOWNIEVILLE,6
SOLWAY,2
THE BRONX,1
OLIVIA,7
AGOURA,7
BRIDGMAN,9
W CARROLLTON,3
SHAVANO PARK,18
WEBBERVILLE,16
AMELIA ISLAND,5
CENTER CROSS,1
CALIF CITY,7
NORTH SMITHFIELD,14
JARRELL,75
ONECO,2
VAN VLECK,6
CHAPPELLS,3
SCRIBNER,2
GAYS,2
YATES CENTER,8
N KANSAS CITY,2
MOUNT HOPE,19
ARCHER CITY,7
KINTA,2
SPRING VALLEY LAKE,4
GOLDEN CITY,2
SEARSMONT,3
BUTTE DES MORTS,1
STILL RIVER,1
BRADENTON,2518
SAINT ELIZABETH,3
NEIHART,2
HILLBURN,3
WATERTOWN,316
SPRING PARK,4
WAXAHACHIE,242
CYCLONE,1
LITTLE FALLS,90
VADNAIS HEIGHTS,12
FOREST LAKES,1
MARQUETTE HEIGHTS,6
NORTON,75
PANACEA,22
KEELING,4
STAYTON,23
LUBLIN,1
REESEVILLE,3
E PALESTINE,5
GREEN MTN,3
NEW BALTIMORE,33
MONKTON,15
DONA ANA,2
TERRACE PARK,7
NORTH JAVA,3
STANTON,101
HICKORY CREEK,23
YONCALLA,5
E WAREHAM,1
LAKETOWN,2
LUTHERSVILLE,10
RAWLINS,20
LOVING,2
MISSION HILLS,78
MALAD CITY,10
DENNIS PORT,8
RICHFORD,13
CARRSVILLE,6
ELIZAVILLE,6
ARDEN,45
GREAT VALLEY,5
VIRGIN,1
BETHESDA,195
MACCLENNY,54
EASTMAN,26
DAVID CITY,6
DADE CITY,222
DILLINER,2
VIRGIE,4
MADISONBURG,1
PRNC FREDERCK,4
KOSCIUSKO,27
CEDAR GLEN,8
FOUNTAIN INN,73
MOUNTAIN VLG,1
VINEYARD,44
KRUGERVILLE,14
MICHIGAMME,2
WEST DANVILLE,3
GLOBE,41
CARTER,3
KOOTENAI,3
PARDEEVILLE,8
FORMOSO,1
BROOKER,4
PLUMMER,4
FORT GIBSON,23
CORLADO SPRINGS,1
NORTH SALEM,16
KILL DEVIL HL,1
RAISIN,2
TAFTVILLE,8
MONROETON,3
DONALD,2
ISLE OF PALMS,34
FALLSTON,41
WOXALL,1
EPHRATA,81
FORT DRUM,2
GAYLORD,57
HAHIRA,48
CHARLTON,10
SUQUAMISH,11
MERAUX,22
MAVISDALE,1
ROGUE RIVER,25
OVERGAARD,18
ROSEBOOM,1
BARNETT,12
SKANEE,1
MARIA STEIN,4
GUADALUPITA,1
ROSEMONT,6
LANGSVILLE,2
WILKINSON,2
FORT TOWSON,3
KNOX DALE,2
PILLAGER,9
COLOMA,22
LAURINBURG,35
ARUNDEL,8
BLACKSTOCK,3
COLOME,6
WESTCHESTER,81
SEASIDE,98
PORT MCNICOLL,1
ETNA GREEN,5
BROOKTON,1
MORGAN,48
NUNNELLY,8
COLONY,1
HEBO,3
SYLVAN LAKE,5
LIGNITE,1
BERRY HILL,5
FLEISCHMANNS,3
COLONA,29
HOUGHTON,16
ROCK RIVER,2
BROADALBIN,17
LAVISTA,7
QUINEBAUG,2
MC COMB,8
TEXLINE,1
WILDERVILLE,4
MC COLL,10
OOLOGAH,8
RENWICK,1
HOOKER,6
BRECKENRIDGE,98
NEW LENOX,159
EAST ALTON,20
NORRIS CITY,6
ALPINE MEADOWS,6
EXCELLO,2
STUDIO CITY,109
LEHIGH ACRES,732
TOBYHANNA,91
COLESVILLE,4
PASO ROBLES,211
TYE,3
SEADRIFT,6
KEOMAH VILLAGE,1
CARDIFF,16
ROWLEY,5
LIHUE,10
EAST DETROIT,4
TALBOTTON,3
HALTOM CITY,131
HORTON,13
POTSDAM,18
WEST CHICAGO,83
BRINKHAVEN,2
BRICK TOWNSHIP,1
FOGELSVILLE,11
DESTREHAN,38
LAKE WAUKOMIS,4
MOUNT HOLLY,142
HYGIENE,1
LEITCHFIELD,26
MEXIA,38
CLARA CITY,1
FORTESCUE,3
BEAVER BAY,2
NORTH WINDHAM,7
NORTH KINGSVILLE,4
PIQUA,85
HARRINGTON,36
DELTON,20
EAST ELLIJAY,3
WATCHUNG,32
18 KCKS,1
GARLAND CITY,1
PROCTORVILLE,25
WAILUKU,29
RUNNEMEDE,26
NELSONIA,1
ARNOLDS PARK,4
E STROUDSBURG,38
KNOX,56
LANDER,31
CATAULA,20
HARPERSFIELD,2
BARING,1
BEDIAS,8
BRASSTOWN,5
EUTAWVILLE,15
CULLEN,1
NATOMAS,1
EDMESTON,6
MOUTHCARD,1
ELM HALL,1
TURTLE LAKE,11
JEFFERSON CITY,240
SILVER SPRING TOWNSHIP,1
HUBBELL,2
OAK BROOK,28
OLIVER,4
COPEN,1
NEW YORK MLS,1
OLIVET,4
FINDLAY,137
COTTONTOWN,21
VOORHEES,111
MC COOL,3
PLACEDO,5
MC COOK,20
WILBER,9
ELIZABETH CITY,96
TEATICKET,6
ELMSFORD,18
ITASCA,53
SUMMIT HILL,10
APPLING,24
COALTON,2
KAILUA,38
BURTON,118
ALSTEAD,5
HAILEY,11
WOODSTOCK VALLEY,8
RUCKERVILLE,1
ORANGEBURG,142
ELLIJAY,94
PENLLYN,7
